height	width	red	green	blue	type
93	99	0.7300128576020561	0.6454564448730311	0.31668756027001005 	 1
93	99	0.7320831490490922	0.6460675753555006	0.31843726964470065 	 1
94	99	0.7312664755243279	0.646086308117248	0.31735404392072886 	 1
93	99	0.7321909773788761	0.6459998708594306	0.31854350961021133 	 1
94	99	0.7316030437940064	0.6461999936850746	0.3181822487449093 	 1
94	99	0.7321275470327704	0.6461940889629239	0.3191791600548425 	 1
94	99	0.7317353059724492	0.64624532064606	0.3187508726451756 	 1
92	99	0.716887374628846	0.6253974248457234	0.3056968104757609 	 1
94	99	0.706276155068875	0.63898587991158	0.33952430613604245 	 1
93	99	0.7320890350495796	0.6461960889718065	0.3192381373998333 	 1
94	99	0.7305845998213876	0.6455640646692641	0.31818394965133756 	 1
92	99	0.7303411690733954	0.6446848531921522	0.3184697322744786 	 1
93	99	0.7294241559791929	0.644724415387806	0.31966899137729055 	 1
93	99	0.7290390022932985	0.6435975354461937	0.3183969055317407 	 1
93	99	0.7282040489238217	0.6432980678166406	0.318203428337071 	 1
93	99	0.7281809073994556	0.6428574900556555	0.3191204150025254 	 1
94	99	0.7265078383819167	0.6416398518448063	0.31602760209446273 	 1
94	99	0.7262406621448304	0.6407039255351497	0.31680774265201767 	 1
94	99	0.7249776973027626	0.6398817229065243	0.3153995822711431 	 1
92	99	0.7176202250206037	0.625194750431942	0.3061331668542301 	 1
94	99	0.7248763761340455	0.6388749103743506	0.315656377245272 	 1
94	99	0.723508777499127	0.6384797308021963	0.31452916838618933 	 1
94	99	0.7238004317225947	0.6378155048873749	0.3133977204622726 	 1
94	99	0.7217063006677155	0.6365368831842753	0.3120659984220537 	 1
94	99	0.7218295703458557	0.6357544803152526	0.3118278201191218 	 1
94	99	0.7203560336619431	0.6351132364213095	0.3105322204629185 	 1
94	99	0.7203280069288287	0.6344831056831752	0.3110768554348667 	 1
94	99	0.719897937576759	0.6341009189853045	0.30953447253631544 	 1
93	99	0.7201753463656883	0.6337978502276751	0.31102627769105773 	 1
93	99	0.7190990918046507	0.6331236252243498	0.3093262081157317 	 1
93	99	0.7164874148620899	0.6251611658601675	0.30502065816761287 	 1
93	99	0.7194001420546267	0.6325568756591547	0.30985665396784473 	 1
99	95	0.6970413769757559	0.6113413014608233	0.3153685909954955 	 1
99	95	0.6725998635380513	0.5826039995468828	0.28376919490085484 	 1
99	95	0.6702166573245849	0.5808668924555455	0.2819782053205129 	 1
99	96	0.6694128146573208	0.5787243090007083	0.282056854870463 	 1
99	96	0.666905480140773	0.577299103402044	0.2798474945533776 	 1
99	96	0.6657091168247344	0.5753945194107463	0.2795533870584587 	 1
99	96	0.6631772411566844	0.5737111201357862	0.27738589859735785 	 1
99	96	0.6624029163448952	0.5718246136805065	0.27706472590362285 	 1
99	96	0.6591141122408659	0.569403031626224	0.2736162227351181 	 1
99	97	0.6590620487253467	0.5682287089105106	0.2745341743731744 	 1
99	97	0.6564316103451654	0.5671407081155684	0.27364598357138853 	 1
99	95	0.7124557129631056	0.6221649831127385	0.31326981861064185 	 1
99	97	0.6559760668973464	0.5654010133465142	0.27423020678859833 	 1
99	97	0.6538953494350015	0.5643398418622818	0.27234749169725625 	 1
99	98	0.6532795612029967	0.5626211861167331	0.2728371212412748 	 1
99	98	0.6515409819280185	0.5616008805611011	0.27104848205600846 	 1
99	98	0.6508076223189999	0.5603416549101389	0.27085454619804183 	 1
99	98	0.6486060986854031	0.5592125191876927	0.2694690276788071 	 1
99	98	0.6487157525516706	0.5581118146686647	0.2689170311910524 	 1
99	98	0.6471163140918013	0.557442229616288	0.26810901838680523 	 1
99	98	0.6468908653662627	0.5564102759857993	0.2671288060973909 	 1
99	99	0.6453179331492002	0.5561723745247668	0.2669111623436082 	 1
99	96	0.7155297217701297	0.6236260301221935	0.3144116355369556 	 1
99	99	0.6457055455528457	0.5551610183011594	0.26775404983122086 	 1
99	99	0.6442029150276266	0.5547910492634106	0.2670117808752165 	 1
99	99	0.6447460776739228	0.5541450162346679	0.26788161569031477 	 1
99	99	0.6434672854108877	0.5539937470555485	0.2666893405184257 	 1
99	99	0.6435348031027904	0.5530238100636626	0.26783966059763303 	 1
99	99	0.6422229594221683	0.5531105649129681	0.26698332755301646 	 1
99	99	0.6423528408677699	0.5521788303504032	0.2681407030135248 	 1
99	99	0.6412756873769183	0.5518412731819022	0.26642764440302136 	 1
98	99	0.6422137211459583	0.5518050306268734	0.26819634930735015 	 1
99	99	0.6412503348932469	0.5518760281535675	0.2674478755874722 	 1
99	96	0.7151175979681627	0.623879764054785	0.3129229870891569 	 1
99	99	0.6424748920904759	0.5520849147120198	0.2672573820635963 	 1
99	99	0.6415094528860134	0.5518123464219445	0.2663010882102208 	 1
99	99	0.6424921049397111	0.5519950234155326	0.26797552844855554 	 1
99	99	0.6416310434101985	0.5523250446545049	0.267043470407611 	 1
99	98	0.6424304079817931	0.552055482710635	0.2683099476018956 	 1
99	98	0.6414598848252778	0.5524034934322269	0.26724203776846517 	 1
99	98	0.6428101219954089	0.5524076981922132	0.268695897250071 	 1
99	99	0.6420406858339682	0.5529547703020098	0.26808243903544277 	 1
99	99	0.6434557502754752	0.5531987904219935	0.2694148842498259 	 1
99	99	0.6425342464029627	0.553661464585834	0.26837602965714646 	 1
99	97	0.7175501281238231	0.6255036013879646	0.3156878212762893 	 1
99	99	0.6436656325561143	0.5537342461686324	0.2697976816801409 	 1
99	99	0.6433383997640701	0.5542307217269219	0.26896244035601197 	 1
99	99	0.6452833518645974	0.5549475955998963	0.2699604414222941 	 1
99	99	0.6446334903674791	0.5550615155433559	0.26933549097746884 	 1
99	99	0.6458864373832329	0.5555663129338144	0.2710304643909776 	 1
99	99	0.6458015613652857	0.556156701363673	0.27131848624223426 	 1
99	99	0.6472365487974502	0.5565820199587496	0.2728729138108191 	 1
99	99	0.6474633536608454	0.5579839147507035	0.2730522833731052 	 1
99	99	0.6491178617524545	0.5581605049594223	0.2747128788395436 	 1
99	99	0.6489419054055074	0.5592621558756453	0.27463382409889264 	 1
99	97	0.7176115392337021	0.6263668607374687	0.3151045768793215 	 1
99	98	0.6497537619699038	0.5593352586512637	0.27642296194963833 	 1
99	98	0.6492662585396143	0.5599467660367314	0.2754512845862333 	 1
99	98	0.6513058777829394	0.5604415636512275	0.27713400004570055 	 1
99	97	0.651149214872671	0.56107263444797	0.2767345008542842 	 1
99	97	0.653095613082768	0.5616915651105774	0.2778554208270264 	 1
99	98	0.6518049140486817	0.5618806224631315	0.27752897914519514 	 1
99	98	0.6534354490236841	0.5624811463046753	0.2794285801638748 	 1
99	98	0.6528888718792658	0.563534259507316	0.27967290494597374 	 1
99	98	0.654357114251971	0.5640258444993707	0.2817856477832455 	 1
99	97	0.6541332863133521	0.5648944733634357	0.28082734722978275 	 1
99	97	0.7197522409879566	0.6283937983303197	0.3169750830351766 	 1
99	97	0.6555737180717033	0.5650389470856833	0.28314185948352005 	 1
99	97	0.6553654607983976	0.5658587426089671	0.2825311710161411 	 1
99	97	0.6565157285935955	0.5656481873324867	0.2838882263173424 	 1
99	97	0.6555785893553016	0.5662040212390472	0.2836363262716332 	 1
99	97	0.6565625280891659	0.5662257149094083	0.2855148503409228 	 1
99	97	0.6560025449405196	0.5669121815938203	0.2850087097510735 	 1
99	98	0.6577968306254857	0.5672554407082736	0.2863273583671341 	 1
99	96	0.6564768406055576	0.5669879974990517	0.2858911677582698 	 1
99	96	0.6567469225013578	0.5667455900290067	0.287673093283315 	 1
99	96	0.6556725613000938	0.5667572352531824	0.2870481804412794 	 1
99	96	0.721521862578079	0.6290543474630056	0.31784542410857736 	 1
99	96	0.6558179999130014	0.566073288247832	0.28805745970579333 	 1
99	97	0.6553382582840322	0.5661588449866656	0.2879711655376068 	 1
99	97	0.6555020912474577	0.5652236419682023	0.28880549480066064 	 1
99	97	0.6544965287121252	0.5656233582179443	0.28731243641097864 	 1
99	97	0.6547359929296663	0.564960743207136	0.28743268795988064 	 1
99	97	0.6536903355645967	0.564467057330873	0.2865416438264511 	 1
99	97	0.6535113664738567	0.5633842771715488	0.2870529543049994 	 1
99	97	0.6520217126398573	0.5631905317638811	0.2856191116572768 	 1
99	97	0.6532738968978704	0.5628584084014481	0.28602728719541465 	 1
99	97	0.6513507310065935	0.5617313083328819	0.28435473097564773 	 1
99	96	0.7217945952608373	0.6299140295196126	0.316824330570364 	 1
99	97	0.6515107238847694	0.5610775681017575	0.2855828623997903 	 1
99	97	0.65028874475273	0.560662682736388	0.2847231993073224 	 1
99	97	0.6509226310197925	0.5598838588565354	0.2854349104186656 	 1
99	97	0.6493392252309418	0.5595987112118889	0.28446927777820824 	 1
99	97	0.6499888973234802	0.5588581284502211	0.2848678265090609 	 1
99	97	0.648468790914232	0.5584632904920163	0.28358575881294246 	 1
99	97	0.6489810799699018	0.5575490066790265	0.28393956554005023 	 1
99	97	0.6474498410034902	0.557341288337839	0.2827537988253946 	 1
99	97	0.647891346889053	0.5565320166400997	0.28265101149514715 	 1
99	97	0.6468966339178374	0.556398457903246	0.2826037391700874 	 1
99	97	0.7235076110234798	0.6312822683030049	0.31839495248720856 	 1
99	97	0.6478681597076207	0.5563799467364389	0.28292191644992715 	 1
99	97	0.6461337781865988	0.5554975236847984	0.2811140040431764 	 1
99	97	0.6466971683333457	0.5552420517696939	0.2826049566507409 	 1
99	97	0.6458862027166923	0.5555361332646612	0.28097950774897446 	 1
99	97	0.6466903470080795	0.5548730759722597	0.2817705609118239 	 1
99	97	0.6458746881281426	0.5549569701567629	0.2803084696184025 	 1
99	97	0.6467220177018873	0.5541437560377012	0.2806511579332138 	 1
99	97	0.6460342129913071	0.5544765223943859	0.2794486569647881 	 1
99	97	0.6466350825090278	0.5541495454866866	0.2796313610257786 	 1
99	97	0.6460066697627792	0.554623048202286	0.27918650934212896 	 1
99	97	0.7238336713995934	0.6321157825721717	0.31762400885118985 	 1
99	95	0.6996636202577081	0.6127444476530162	0.31799410489948987 	 1
99	98	0.6468302326838564	0.5539466672844799	0.27870629937678176 	 1
99	98	0.6460283496195577	0.5545345229358981	0.2782150811736389 	 1
99	98	0.6482192403089961	0.5550080398093157	0.2786672757822365 	 1
99	98	0.6471741637831595	0.5548429976052672	0.2780553529773826 	 1
99	98	0.6483948392508981	0.554876327924541	0.2790486325257694 	 1
99	97	0.647443291041906	0.5548577989754461	0.2770820994004393 	 1
99	97	0.6493164917311466	0.5556081963849255	0.27888488022046865 	 1
99	97	0.6487510429703789	0.5556294326241131	0.2770134543178981 	 1
99	97	0.6501530393723814	0.5559852497205593	0.27817125784783875 	 1
99	97	0.6500608735949976	0.5568491303585125	0.2771521106773599 	 1
99	97	0.7253754434497501	0.632492924014805	0.3189467348010405 	 1
99	97	0.6515178953391013	0.5571288721619015	0.27846916574152136 	 1
99	97	0.6512912770742094	0.5580042345576727	0.27761917912705075 	 1
99	97	0.6536442979717753	0.5588185240507599	0.2789593064150293 	 1
99	97	0.6537229029217714	0.5598697914604107	0.27830148081852984 	 1
99	96	0.6557282533609646	0.5604309474467293	0.27829162017110437 	 1
99	96	0.6553085946647924	0.5613953290328074	0.27811362329948336 	 1
99	96	0.6576846307385225	0.561826080459402	0.2800879524373719 	 1
99	96	0.6575060063551105	0.5630687330131725	0.2799028293339968 	 1
99	96	0.6598331270195966	0.5642755708459936	0.2822575545659649 	 1
99	95	0.6594425547692354	0.5652104525010881	0.2803706629267223 	 1
99	97	0.7253749763159371	0.6334751816631584	0.3175369599393693 	 1
99	96	0.6611843201772063	0.5659204180712595	0.2821631531691376 	 1
99	95	0.6610100814164627	0.5663918658972245	0.2814795057896757 	 1
99	95	0.6631363901679741	0.5675232937717531	0.28295879542555796 	 1
99	95	0.6636731234343956	0.5694340070830092	0.28366372980910487 	 1
99	95	0.6654496842299357	0.5694566694054194	0.28442083512979316 	 1
99	95	0.6655375496426807	0.5711874691849658	0.2846908202352514 	 1
99	95	0.6679460167416431	0.5725983713911506	0.2861796025283305 	 1
99	95	0.6681726228782608	0.5733652663391898	0.2862397527907444 	 1
99	95	0.6703592822512442	0.5741756194920066	0.2886597545688646 	 1
99	94	0.6706389663947366	0.5754870594781238	0.2881837447734699 	 1
99	97	0.7272642999997436	0.6349868248200417	0.3192203980978578 	 1
99	94	0.6727836596765177	0.5766891496000761	0.29129161045933355 	 1
99	95	0.6734548790276338	0.578350560497103	0.291406075100606 	 1
99	95	0.6753004648210611	0.578775269002536	0.29360057124566086 	 1
99	95	0.6752202805808513	0.5799677304673608	0.2931736264938337 	 1
99	95	0.6765985781925844	0.5803845156712649	0.29582818235157715 	 1
99	95	0.675883716490768	0.5811039297499249	0.29513376421500515 	 1
99	95	0.6770287876062288	0.5808516901339352	0.29711633332788273 	 1
99	95	0.6765681641018925	0.5816213947352644	0.2966960484499615 	 1
99	95	0.6780103886214667	0.5828446329988307	0.29833999619265245 	 1
99	95	0.6768413418837531	0.5829616290344926	0.29761060817179114 	 1
99	97	0.7271778693252876	0.6356392075184664	0.3193449418298958 	 1
